date,stock,value,change
2007-02-21,MSFT,23.623262,0.136285158247824
2007-02-21,IBM,82.271704,-0.595413703841604
2007-02-21,SBUX,14.843948999999999,1.88270654931514
2007-02-21,AAPL,11.801022999999999,0.34753766686158893
2007-02-21,GSPC,1457.630005,-0.0857556441423556
2007-02-22,MSFT,23.655457000000002,-1.6672347526408002
2007-02-22,IBM,81.781847,-0.781722379050698
2007-02-22,SBUX,15.123417000000002,-0.787639460050597
2007-02-22,AAPL,11.842036,-0.491562430649594
2007-02-22,GSPC,1456.380005,-0.3563674303534461
2007-02-23,MSFT,23.261065,0.588236179211914
2007-02-23,IBM,81.14254,-0.8390469413454409
2007-02-23,SBUX,15.004299,-2.2595457475220897
2007-02-23,AAPL,11.783825,-0.628717755058315
2007-02-23,GSPC,1451.189941,-0.125410599162916
2007-02-26,MSFT,23.397895000000002,-4.12796535756742
2007-02-26,IBM,80.46171600000001,-3.04406508059061
2007-02-26,SBUX,14.665270000000001,-3.9362657489429105
2007-02-26,AAPL,11.709738,-5.17456496464738
2007-02-26,GSPC,1449.369995,-3.47254021910396
2007-02-27,MSFT,22.432038000000002,1.07642471005087
2007-02-27,IBM,78.01240899999999,-1.0855657591602
2007-02-27,SBUX,14.088006,0.48780501655095293
2007-02-27,AAPL,11.103810000000001,0.8102083879317109
2007-02-27,GSPC,1399.040039,0.556088945500158
2007-02-28,MSFT,22.673502,-0.28398789035765004
2007-02-28,IBM,77.165533,-0.7209008716365601
2007-02-28,SBUX,14.156728,-1.6504873159956102
2007-02-28,AAPL,11.193774000000001,2.8956364493333595
2007-02-28,GSPC,1406.819946,-0.25944343555675703
2007-03-01,MSFT,22.609112,-1.17479625029059
2007-03-01,IBM,76.609246,-1.48476725642228
2007-03-01,SBUX,13.923073,-1.67818555573185
2007-03-01,AAPL,11.517905,-1.8952491794297701
2007-03-01,GSPC,1403.170044,-1.1402751981783301
2007-03-02,MSFT,22.343501,-0.756488430349383
2007-03-02,IBM,75.471777,1.00109475360571
2007-03-02,SBUX,13.689418,-1.5729521883253101
2007-03-02,AAPL,11.299612,1.0654525128827501
2007-03-02,GSPC,1387.170044,-0.9407677924163671
2007-03-05,MSFT,22.174475,1.0163352232690899
2007-03-05,IBM,76.22732099999999,2.1675259976668997
2007-03-05,SBUX,13.474089999999999,2.0061169251504203
2007-03-05,AAPL,11.420003999999999,2.16635650915708
2007-03-05,GSPC,1374.119995,1.5493580675245202
2007-03-06,MSFT,22.399842,-0.7905100402047479
2007-03-06,IBM,77.879568,0.14925352436469
2007-03-06,SBUX,13.744396,1.5666676076562398
2007-03-06,AAPL,11.667402000000001,-0.53293783826082
2007-03-06,GSPC,1395.410034,-0.24652703622453698
2007-03-07,MSFT,22.222769,-1.05034615623282
2007-03-07,IBM,77.995806,-1.00064098318312
2007-03-07,SBUX,13.959725,0.7548429499864749
2007-03-07,AAPL,11.605222,0.31919251523151004
2007-03-07,GSPC,1391.969971,0.712662213027005
2007-03-08,MSFT,21.989353,-0.10980768738398901
2007-03-08,IBM,77.21534799999999,0.30107356376868705
2007-03-08,SBUX,14.065098999999998,-1.27036432519956
2007-03-08,AAPL,11.642265,-0.0340913043982392
2007-03-08,GSPC,1401.890015,0.0677621632107891
2007-03-09,MSFT,21.965207,0.5496510913828411
2007-03-09,IBM,77.447823,0.889796476267637
2007-03-09,SBUX,13.886420999999999,-0.7918166963251451
2007-03-09,AAPL,11.638296,2.1598350823866297
2007-03-09,GSPC,1402.839966,0.268028434542046
2007-03-12,MSFT,22.085939,-2.6239092664341803
2007-03-12,IBM,78.136951,-1.48762267419417
2007-03-12,SBUX,13.776466000000001,-2.3611498043112
2007-03-12,AAPL,11.889664,-1.6356980315003002
2007-03-12,GSPC,1406.599976,-2.03682820196493
2007-03-13,MSFT,21.506424,2.54490937219503
2007-03-13,IBM,76.974568,1.13256757738477
2007-03-13,SBUX,13.451182999999999,-0.136248239281267
2007-03-13,AAPL,11.695185,1.8099499922404
2007-03-13,GSPC,1377.949951,0.669116682598576
2007-03-14,MSFT,22.053743,-0.43795286813671996
2007-03-14,IBM,77.846357,-0.330637180619773
2007-03-14,SBUX,13.432856,0.920876394416804
2007-03-14,AAPL,11.906862,-0.477774916682504
2007-03-14,GSPC,1387.170044,0.3683748089935
2007-03-15,MSFT,21.957158,0.183284193701213
2007-03-15,IBM,77.58896800000001,-0.214014961508437
2007-03-15,SBUX,13.556556,3.34572438604613
2007-03-15,AAPL,11.849974000000001,0.0223291629163099
2007-03-15,GSPC,1392.280029,-0.382830888110078
2007-03-16,MSFT,21.997401999999997,1.82948877326513
2007-03-16,IBM,77.422916,0.7935634974017299
2007-03-16,SBUX,14.010121,1.50425538794419
2007-03-16,AAPL,11.85262,1.7189448408875
2007-03-16,GSPC,1386.949951,1.0894486847997198
2007-03-19,MSFT,22.399842,0.0359332891723064
2007-03-19,IBM,78.037316,0.542612203628325
2007-03-19,SBUX,14.220869,1.095355002567
2007-03-19,AAPL,12.05636,0.384062851474251
2007-03-19,GSPC,1402.060059,0.633345336599463
2007-03-20,MSFT,22.407891,2.4425324096765695
2007-03-20,IBM,78.460756,0.9100536833981
2007-03-20,SBUX,14.376638,2.83620551619926
2007-03-20,AAPL,12.102664,2.61259008760384
2007-03-20,GSPC,1410.939941,1.70808815454746
2007-03-21,MSFT,22.955211,-0.8765765646850258
2007-03-21,IBM,79.174791,-0.17826886338101897
2007-03-21,SBUX,14.784389000000001,-1.952282234998
2007-03-21,AAPL,12.418857000000001,0.0958783888082517
2007-03-21,GSPC,1435.040039,-0.0348422334158998
2007-03-22,MSFT,22.753991,-0.884332774852554
2007-03-22,IBM,79.033647,-0.16808916840190602
2007-03-22,SBUX,14.495756,-0.695320754571201
2007-03-22,AAPL,12.430764,-0.46828175645519504
2007-03-22,GSPC,1434.540039,0.10943898094991197
2007-03-23,MSFT,22.552770000000002,0.713774848943174
2007-03-23,IBM,78.9008,-0.0315674872751593
2007-03-23,SBUX,14.394964000000002,1.6868260316594
2007-03-23,AAPL,12.372553,2.4914421461762997
2007-03-23,GSPC,1436.109985,0.0967902886630197
2007-03-26,MSFT,22.713746,-1.77179492981915
2007-03-26,IBM,78.875893,-0.284207241875535
2007-03-26,SBUX,14.637782000000001,-0.7198768228683791
2007-03-26,AAPL,12.680808,-0.406882589816043
2007-03-26,GSPC,1437.5,-0.618435826086953
2007-03-27,MSFT,22.311304999999997,-0.288598089623173
2007-03-27,IBM,78.65172199999999,-0.496148069078519
2007-03-27,SBUX,14.532407999999998,-1.38713419001173
2007-03-27,AAPL,12.629211999999999,-2.32558452578039
2007-03-27,GSPC,1428.609985,-0.796578850735107
2007-03-28,MSFT,22.246914999999998,0.397974280928384
2007-03-28,IBM,78.261493,0.3288743801501369
2007-03-28,SBUX,14.330824,0.159844262967712
2007-03-28,AAPL,12.335509,0.546981887816706
2007-03-28,GSPC,1417.22998,0.373972402136169
2007-03-29,MSFT,22.335452,0.432433603761404
2007-03-29,IBM,78.518875,-0.327796341962353
2007-03-29,SBUX,14.353731,0.0957590747659972
2007-03-29,AAPL,12.402982000000002,-0.8960103304189229
2007-03-29,GSPC,1422.530029,-0.11739956035753801
2007-03-30,MSFT,22.432038000000002,-0.466453382434526
2007-03-30,IBM,78.261493,1.00784686026881
2007-03-30,SBUX,14.367476000000002,-0.35077142289989
2007-03-30,AAPL,12.29185,0.7964789677713241
2007-03-30,GSPC,1420.859985,0.259706377754026
2007-04-02,MSFT,22.327403,0.468639366611505
2007-04-02,IBM,79.050249,0.934775044162111
2007-04-02,SBUX,14.317079000000001,0.7680058201816191
2007-04-02,AAPL,12.389752,0.9076291438279019
2007-04-02,GSPC,1424.550049,0.92801028712751
2007-04-03,MSFT,22.432038000000002,2.2604945658526496
2007-04-03,IBM,79.789191,0.11446537915141498
2007-04-03,SBUX,14.427035,-0.4763418124375471
2007-04-03,AAPL,12.502205,-0.24338106757968303
2007-04-03,GSPC,1437.77002,0.11128170554008901
2007-04-04,MSFT,22.939113,0.175433984740388
2007-04-04,IBM,79.880522,0.322208710654153
2007-04-04,SBUX,14.358313,0.19144310337850898
2007-04-04,AAPL,12.471777000000001,0.434917975201131
2007-04-04,GSPC,1439.369995,0.304995589407152
2007-04-05,MSFT,22.979356,0.0700541825454095
2007-04-05,IBM,80.137904,0.103612642526813
2007-04-05,SBUX,14.385801,-0.8280248002874521
2007-04-05,AAPL,12.526019,-1.0878715735622
2007-04-05,GSPC,1443.76001,0.0588723190913209
2007-04-09,MSFT,22.995454000000002,-0.5950263038946689
2007-04-09,IBM,80.220937,-0.16560140652559602
2007-04-09,SBUX,14.266682999999999,0.06422656198360299
2007-04-09,AAPL,12.389752,0.6406827190729979
2007-04-09,GSPC,1444.609985,0.26166439656720897
2007-04-10,MSFT,22.858625,-1.02112441146395
2007-04-10,IBM,80.08809000000001,-1.3477047585976698
2007-04-10,SBUX,14.275846,-1.37997425861836
2007-04-10,AAPL,12.469130999999999,-1.76126949023152
2007-04-10,GSPC,1448.390015,-0.657282907325202
2007-04-11,MSFT,22.62521,1.5297051386484501
2007-04-11,IBM,79.008739,0.5359343856886489
2007-04-11,SBUX,14.078842999999999,-0.19525041937040602
2007-04-11,AAPL,12.249516,-0.432017069082569
2007-04-11,GSPC,1438.869995,0.620629662932121
2007-04-12,MSFT,22.971308999999998,0.24526682393241
2007-04-12,IBM,79.432174,-0.773490097350229
2007-04-12,SBUX,14.051354000000002,0.29345214703152
2007-04-12,AAPL,12.196596000000001,-2.11519673194062
2007-04-12,GSPC,1447.800049,0.348800029637243
2007-04-13,MSFT,23.02765,0.419430554138166
2007-04-13,IBM,78.817774,1.3167601003296499
2007-04-13,SBUX,14.092588000000001,0.9427792822723629
2007-04-13,AAPL,11.938614,1.31870416448678
2007-04-13,GSPC,1452.849976,1.06549060506713
2007-04-16,MSFT,23.124235000000002,0.4176873310619771
2007-04-16,IBM,79.855615,0.977336408967605
2007-04-16,SBUX,14.22545,-0.0322028477130772
2007-04-16,AAPL,12.096049,-1.18122868053858
2007-04-16,GSPC,1468.329956,0.214531072333447
2007-04-17,MSFT,23.220822000000002,-0.86655416418935
2007-04-17,IBM,80.636073,-2.38879688498719
2007-04-17,SBUX,14.220869,-0.19330042348326898
2007-04-17,AAPL,11.953167,0.0553409820175694
2007-04-17,GSPC,1471.47998,0.0693193257036315
2007-04-18,MSFT,23.019601,0.31468833886389597
2007-04-18,IBM,78.709841,-0.5379772016055739
2007-04-18,SBUX,14.19338,-0.645575613419772
2007-04-18,AAPL,11.959782,-0.143806969056792
2007-04-18,GSPC,1472.5,-0.12020509337860301
2007-04-19,MSFT,23.092041000000002,1.15022747447921
2007-04-19,IBM,78.2864,0.307562999448181
2007-04-19,SBUX,14.101751,2.85899247547343
2007-04-19,AAPL,11.942583,0.7754520106747378
2007-04-19,GSPC,1470.72998,0.9260704674014941
2007-04-20,MSFT,23.357651999999998,-0.8270180581507101
2007-04-20,IBM,78.52718,0.6660993047248001
2007-04-20,SBUX,14.504919000000001,-0.284269081406108
2007-04-20,AAPL,12.035192,2.79212828511585
2007-04-20,GSPC,1484.349976,-0.23039862938631098
2007-04-23,MSFT,23.164479999999998,0.0347471646244584
2007-04-23,IBM,79.050249,3.44501508148319
2007-04-23,SBUX,14.463686,-0.728534897674067
2007-04-23,AAPL,12.37123,-0.28874250983936606
2007-04-23,GSPC,1480.930054,-0.0351144200629432
2007-04-24,MSFT,23.172529,0.694684641456261
2007-04-24,IBM,81.773542,3.0155364922311803
2007-04-24,SBUX,14.358313,1.5954033039953899
2007-04-24,AAPL,12.335509,2.2629791766193
2007-04-24,GSPC,1480.410034,1.01390896138711
2007-04-25,MSFT,23.333505,0.3794414941090179
2007-04-25,IBM,84.239453,-0.5519397187918579
2007-04-25,SBUX,14.587385999999999,-0.0628145440176939
2007-04-25,AAPL,12.614659,3.66020199198409
2007-04-25,GSPC,1495.420044,-0.0782418294240786
2007-04-26,MSFT,23.422042,3.50515552828399
2007-04-26,IBM,83.774502,0.267588579637272
2007-04-26,SBUX,14.578223000000001,-1.0056575482485
2007-04-26,AAPL,13.076381,1.09267235330632
2007-04-26,GSPC,1494.25,-0.0120497908649776
2007-04-27,MSFT,24.243021,-0.597611164054181
2007-04-27,IBM,83.998673,1.02797338238903
2007-04-27,SBUX,14.431616,-1.5238071744702801
2007-04-27,AAPL,13.219263,-0.12009746685575802
2007-04-27,GSPC,1494.069946,-0.783092587554134
2007-04-30,MSFT,24.098142000000003,1.53640475684806
2007-04-30,IBM,84.862157,0.9392419756664909
2007-04-30,SBUX,14.211706,-0.0322410272207939
2007-04-30,AAPL,13.203387,-0.330657580513234
2007-04-30,GSPC,1482.369995,0.26511964039045
2007-05-01,MSFT,24.468387,0.6907933898544221
2007-05-01,IBM,85.65921800000001,-0.920806911872569
2007-05-01,SBUX,14.207123999999999,0.7739427064900629
2007-05-01,AAPL,13.159729,0.924905064534384
2007-05-01,GSPC,1486.300049,0.647244478426309
2007-05-02,MSFT,24.637413000000002,1.1760812711951598
2007-05-02,IBM,84.870462,0.567404711429508
2007-05-02,SBUX,14.317079000000001,1.18400548044752
2007-05-02,AAPL,13.281444,0.00996126625989837
2007-05-02,GSPC,1495.920044,0.43250780855236604
2007-05-03,MSFT,24.927169,-1.32386072401563
2007-05-03,IBM,85.352021,0.155638962550182
2007-05-03,SBUX,14.486594,-2.90955210037639
2007-05-03,AAPL,13.282767000000002,0.408356180606052
2007-05-03,GSPC,1502.390015,0.21498944799630298
2007-05-04,MSFT,24.597168,0.49083699391735
2007-05-04,IBM,85.48486199999999,0.19425427627173603
2007-05-04,SBUX,14.065098999999998,-1.14006307385394
2007-05-04,AAPL,13.337007999999999,3.08501726924059
2007-05-04,GSPC,1505.619995,0.256371794531066
2007-05-07,MSFT,24.7179,0.130253783695213
2007-05-07,IBM,85.65092,0.515760951546117
2007-05-07,SBUX,13.904748000000001,-0.560132409447479
2007-05-07,AAPL,13.748457,1.09699583015025
2007-05-07,GSPC,1509.47998,-0.11659704158514801
2007-05-08,MSFT,24.750096,0.0975632579364511
2007-05-08,IBM,86.092674,1.0552779438585
2007-05-08,SBUX,13.826863000000001,-0.46387962331007504
2007-05-08,AAPL,13.899277,1.73234909988483
2007-05-08,GSPC,1507.719971,0.322340029546511
2007-05-09,MSFT,24.774243,-0.6497756561118699
2007-05-09,IBM,87.001191,0.287414456199791
2007-05-09,SBUX,13.762723000000001,-1.66445259415596
2007-05-09,AAPL,14.140061,0.430387110776965
2007-05-09,GSPC,1512.579956,-1.39562770987824
2007-05-10,MSFT,24.613266,1.0137297504524598
2007-05-10,IBM,87.251245,1.24188256568717
2007-05-10,SBUX,13.533648999999999,0.23696491611389603
2007-05-10,AAPL,14.200918,1.30426075272035
2007-05-10,GSPC,1491.469971,0.964149817267758
2007-05-11,MSFT,24.862778,0.258985540553837
2007-05-11,IBM,88.33480300000001,-0.38686903507328496
2007-05-11,SBUX,13.565719,-2.3978382568590697
2007-05-11,AAPL,14.386135000000001,0.5701739904428871
2007-05-11,GSPC,1505.849976,-0.17929754245318902
2007-05-14,MSFT,24.927169,0.0971831177459473
2007-05-14,IBM,87.993063,-0.7009541195309978
2007-05-14,SBUX,13.240435,-1.7647078815764
2007-05-14,AAPL,14.468160999999998,-1.68252205653504
2007-05-14,GSPC,1503.150024,-0.130398361354777
2007-05-15,MSFT,24.951394,0.550161646279164
2007-05-15,IBM,87.376272,0.992082839148823
2007-05-15,SBUX,13.006780000000001,-0.669243271586037
2007-05-15,AAPL,14.224731,-0.167405626159121
2007-05-15,GSPC,1501.189941,0.862653928481117
2007-05-16,MSFT,25.088667,-0.28966863803485104
2007-05-16,IBM,88.243117,-0.5289557031400021
2007-05-16,SBUX,12.919733,0.95744238677377
2007-05-16,AAPL,14.200918,1.95640169177796
2007-05-16,GSPC,1514.140015,-0.0918022762908058
2007-05-17,MSFT,25.015992999999998,-0.48418225892532296
2007-05-17,IBM,87.77635,2.54486886274037
2007-05-17,SBUX,13.043432000000001,1.6859903129789902
2007-05-17,AAPL,14.478745000000002,0.5299699663195999
2007-05-17,GSPC,1512.75,0.6610477607007111
2007-05-18,MSFT,24.89487,0.713588783552597
2007-05-18,IBM,90.010143,-0.879708634614654
2007-05-18,SBUX,13.263342999999999,1.1398936150561698
2007-05-18,AAPL,14.555477999999999,1.78149422506083
2007-05-18,GSPC,1522.75,0.154324478739121
2007-05-21,MSFT,25.072517,-1.1594129141482
2007-05-21,IBM,89.218316,-0.317642175626806
2007-05-21,SBUX,13.414531,-0.922134363102217
2007-05-21,AAPL,14.814782999999998,1.3931017416859799
2007-05-21,GSPC,1525.099976,-0.0642568366285223
2007-05-22,MSFT,24.781823000000003,-0.358428030092863
2007-05-22,IBM,88.934921,-1.04966754285417
2007-05-22,SBUX,13.290830999999999,-0.413653593217762
2007-05-22,AAPL,15.021168,-0.572492099149671
2007-05-22,GSPC,1524.119995,-0.120723171799869
2007-05-23,MSFT,24.692998,-1.3407444490944398
2007-05-23,IBM,88.0014,-1.5438572568163702
2007-05-23,SBUX,13.235853,-2.00761522510109
2007-05-23,AAPL,14.935173,-1.9487956383230502
2007-05-23,GSPC,1522.280029,-0.9702563732444559
2007-05-24,MSFT,24.361928,1.02750898861535
2007-05-24,IBM,86.64278399999999,1.18326414811416
2007-05-24,SBUX,12.970128,1.059704268146
2007-05-24,AAPL,14.644117000000001,2.64703566626789
2007-05-24,GSPC,1507.51001,0.545268021139051
2007-05-25,MSFT,24.612249,1.01706674591177
2007-05-25,IBM,87.667997,0.694051445021614
2007-05-25,SBUX,13.107573,-0.13981230545120799
2007-05-25,AAPL,15.031752,0.642493303508473
2007-05-25,GSPC,1515.72998,0.15702038169093802
2007-05-29,MSFT,24.862572,1.03929714110029
2007-05-29,IBM,88.27645799999999,0.9630789672145659
2007-05-29,SBUX,13.089247,0.45502235537307895
2007-05-29,AAPL,15.128329999999998,3.8653241963918
2007-05-29,GSPC,1518.109985,0.79836079860841
2007-05-30,MSFT,25.120967999999998,-1.35004749816966
2007-05-30,IBM,89.12663,-0.308614832626344
2007-05-30,SBUX,13.148806,0.383274344453779
2007-05-30,AAPL,15.713089000000002,2.03754971412687
2007-05-30,GSPC,1530.22998,0.025487345372749
2007-05-31,MSFT,24.781823000000003,-0.325843663720778
2007-05-31,IBM,88.85157199999999,-0.0562826282916023
2007-05-31,SBUX,13.199202,1.1107186631434298
2007-05-31,AAPL,16.033251,-2.30216566808565
2007-05-31,GSPC,1530.619995,0.37370287979283795
2007-06-01,MSFT,24.701073,0.42497344143712895
2007-06-01,IBM,88.801564,-0.290968974375276
2007-06-01,SBUX,13.345807999999998,-1.02985896395332
2007-06-01,AAPL,15.664139000000002,2.4746588369778904
2007-06-01,GSPC,1536.339966,0.18486064691751503
2007-06-04,MSFT,24.806046,-0.45572760769692694
2007-06-04,IBM,88.54317900000001,-0.36713387035718703
2007-06-04,SBUX,13.208364999999999,-0.83246488115676
2007-06-04,AAPL,16.051773,1.1044325134675201
2007-06-04,GSPC,1539.180054,-0.534706968077685
